City,name,Conference,Division,PrimaryColor,SecondaryColor, 2010-07 2010-08 2010-09 2010-10 2010-11 2010-12 2011-01 2011-02 2011-03 2011-04 2011-05 2011-06 2011-07 2011-08 2011-09 2011-10 2011-11 2011-12 2012-01 2012-02 2012-03 2012-04 2012-05 2012-06 2012-07 2012-08 2012-09 2012-10 2012-11 2012-12 2013-01 2013-02 2013-03 2013-04 2013-05 2013-06 2013-07 2013-08 2013-09 2013-10 2013-11 2013-12 2014-01 2014-02 2014-03 2014-04 2014-05 2014-06 2014-07 2014-08 2014-09 2014-10 2014-11 2014-12 2015-01 2015-02 2015-03 2015-04 2015-05 2015-06 2015-07 2015-08 2015-09 2015-10 2015-11 2015-12 2016-01 2016-02 2016-03 2016-04 2016-05 2016-06 2016-07 2016-08 2016-09 2016-10 2016-11 2016-12 2017-01 2017-02 2017-03 2017-04 2017-05 2017-06 2017-07 2017-08 2017-09 2017-10 2017-11 2017-12 2018-01 2018-02 2018-03 2018-04 2018-05 2018-06 2018-07 2018-08 2018-09 2018-10 2018-11 2018-12 2019-01 2019-02
Seattle,Seahawks,NFC,NFC West,#002244,#69BE28,, 1 43 68 60 91 134 776 54 33 68 66 71 155 259 349 451 521 745 508 474 828 901 659 390 604 1155 3070 2402 2072 5617 6325 1725 2466 2346 2264 1862 2927 2940 5379 5418 5358 7512 10903 8360 3639 4120 4708 3645 3972 4594 7168 7840 5421 8427 16953 12074 5028 3940 5248 4184 4644 4949 8256 8757 6429 7760 13738 3752 2673 2495 2853 2301 2435 2869 5513 6617 7406 6914 10834 2856 3228 3208 2553 2087 2401 2477 6251 5182 5816 9417 4991 2484 4352 2868 2304 1757 2369 2522 5319 4610 4828 7490 7098 2567
